"sentiment_score","keyword","keyword_count"
"0.6","Sigtuna town","1"
"0.6","parking disk","1"
"0.85","clear directives","1"
"0.85","nice","1"
"0.85","nurse","1"
"-0.4","public environment","1"
"-0.4","lose focus","1"
"0.8","crazy","1"
"0.8","everything","1"
"0.8","fixed","1"
"0.8","purpose","1"
"0.1","Chest Fair","1"
"0.1","long queue","1"
"0.5","Pfizer vaccine","1"
"0.5","worked perfectly","1"
"0.5","Söderort","1"
"0.5","longer queues","1"
"0.5","AstraZeneca","1"
"0.9","venue","1"
"0.9","success","1"
"0.7","Helelund station","1"
"1","worked","1"
"1","friendly staff","3"
"1","help","2"
"0.9","friendly","5"
"0.9","helpful staff","2"
"0.9","conveniently arranged","1"
"1","first covid vaccination dose","1"
"1","thanks","2"
"1","work","1"
"1","well organized","3"
"0.6","first dose","1"
"0.6","second dose","1"
"0.6","jatt smart","1"
"0.6","fines","1"
"-0.1","easy","1"
"-0.1","flexible","1"
"-0.1","forgotten basement","1"
"-0.4","seats","1"
"-0.4","one floor up","1"
"-0.4","none","1"
"-0.75","long queues","1"
"-0.75","few lunch options","1"
"0.8","covid vaccination","1"
"0.8","systematic","1"
"0.8","big queue","1"
"0.8","10 mins","1"
"1","LOVE","1"
"1","ETERNAL","1"
"1","able brothers","1"
"1","Excellent","1"
"1","place","1"
"1","vaccine","4"
"1","wonderful","2"
"1","instance","1"
"0.9","methodology","1"
"0.9","good","3"
"1","visiting","1"
"1","efficient","2"
"1","pleasant treatment","1"
"0.65","smaller","1"
"0.65","parking","1"
"0.8","good exhibition venue","1"
"0.8","adjacent","1"
"0.9","corona","1"
"0.9","service","1"
"0.9","work","1"
"0.9","honor","1"
"1","professionally organized","1"
"0.8","dose","1"
"0.8","Pfizer","1"
"0.8","early","1"
"0.8","queued","1"
"0.8","straight in","1"
"0.8","went well","1"
"0.2","visited","1"
"0.2","mini dinosaur museum","1"
"0.2","location","1"
"0.2","not faraway","1"
"0.25","snacks","1"
"0.25","entrepreneurs","1"
"-0.2","place","1"
"-0.2","arm","1"
"-0.2","normal","1"
"-0.2","fairs","1"
"0.9","personal treatment","1"
"0.9","people","1"
"0.1","Harvey bags","1"
"-0.1","bribery experience","1"
"-0.1","one visit","1"
"-0.1","properly vaccinated","1"
"0.2","place","1"
"0.2","job","1"
"0","people","1"
"0","cold","1"
"0","crutches","1"
"0","good","1"
"0.75","large","1"
"0.75","wardrobe","1"
"0.75","public transport","1"
"0.1","CoVid-19","1"
"0.9","great event","1"
"0","biggest print","1"
"0","applying","1"
"0","Scandia","1"
"0","get here","1"
"0.9","conference halls","1"
"0.9","Shasta area","1"
"0.9","various exhibitions","1"
"0.7","visit","1"
"0.7","premises","3"
"0.7","well optimised","1"
"0.9","fair","2"
"0.9","restaurant","1"
"0.9","food","2"
"-0.85","ordered","1"
"-0.85","Entico","1"
"-0.85","small piece","1"
"-0.85","cooked","1"
"-0.85","not starched","1"
"-0.85","rude staff","1"
"1","20 minutes","2"
"1","injection","1"
"1","Verlabs","1"
"-0.4","Superbly located","1"
"-0.4","3 minutes","1"
"-0.4","e4","1"
"-0.4","Insanely expensive","1"
"-0.4","park","1"
"-0.4","boring surroundings","1"
"-0.4","sdr","1"
"0.7","good samples","1"
"0.7","sellers","1"
"0.7","hard bread","1"
"0.7","pasta varieties","1"
"0.15","exhibition center","1"
"0.15","adjacent hotel","1"
"0.15","triangular windows","1"
"0.15","difficult","1"
"0.9","Comicon","1"
"0.9","fantastic","1"
"0.9","nice location","1"
"0.9","strong recommendations","1"
"0.85","things","1"
"0.85","cosplays","1"
"0.85","celebrities","1"
"-0.25","vaccination","1"
"-0.25","born before 1956","1"
"0.3","fair visit","1"
"0.3","motorhomes","1"
"0.3","camping","1"
"-0.4","Ventilation","1"
"-0.4","electrical outlets","1"
"-0.4","toilets","1"
"-0.4","improved","1"
"-0.4","larger events","1"
"0.9","well organised","1"
"0.9","lots of staff","1"
"0.9","smoothly","4"
"0.9","evening","1"
"0.9","before my time","1"
"0.05","ordinary Svensson","1"
"0.05","syringe","1"
"0.05","purpose","1"
"0.8","Huge queue","1"
"0.8","efficient staff","1"
"0.8","quick","5"
"0.8","arrive","1"
"0.8","Covid injection","1"
"1","doctors","1"
"1","nurses","1"
"1","well taken care of","1"
"0.3","Participated","1"
"0.3","SM","1"
"0.3","2018","1"
"0.3","Daniel's window cleaning","1"
"0.3","cleaning fair","1"
"0.9","Good fair","1"
"0.9","smiles","1"
"0.1","smooth","1"
"0.1","well done","1"
"0.1","boring","1"
"0.1","15 minutes","1"
"0.9","Wonderful","1"
"0.9","Super good","1"
"0.6","5 minutes","1"
"0.6","doors","1"
"0.6","injection","1"
"-0.4","Super smooth vaccination","1"
"-0.4","free","1"
"-0.4","occasion","1"
"0.9","site","1"
"0.9","setup","1"
"0.95","flow","1"
"0.95","queues","1"
"0.9","Werlabs Kistamässan","1"
"0.9","Perfect","1"
"0.75","vaccines","1"
"0.75","signage","1"
"0.75","friendly staff","1"
"1","effective vaccination","1"
"1","arm","1"
"1","ready for the world","1"
"1","train","1"
"-0.1","SEK 20","1"
"-0.1","wardrobe","1"
"-0.1","location","1"
"0.3","premises","1"
"0.3","work","1"
"0.3","reducing","1"
"0.3","noise level","1"
"0.9","vaccinated","2"
"0.8","sample","1"
"0.8","frequent exhibition","1"
"-0.9","staff party","1"
"-0.9","disappointed","1"
"-0.9","terrible management","1"
"-0.9","service","1"
"-0.9","serving","1"
"0.85","efficient","1"
"0.8","fairs","1"
"0.8","visited","1"
"0.8","self-service","1"
"0.8","lunch","1"
"0.8","food","1"
"0.8","delicious","1"
"0.8","meet physically","1"
"0.8","locked","1"
"0.8","chamber at home","1"
"0.3","sprayer","1"
"0.3","smooth","1"
"0.8","customer","1"
"0.8","worked well","1"
"-0.65","IT tools","1"
"-0.65","work","1"
"-0.65","hall","1"
"-0.65","sat","1"
"-0.65","dirty","1"
"0.5","trade fair venue","1"
"0.5","experience","1"
"0.5","type of fair","1"
"0.5","P","1"
"0.5","approved communications","1"
"0.9","both doses","1"
"0.9","both times","1"
"-0.4","injection site","1"
"-0.4","not sprayed off","1"
"0.8","helpful people","2"
"0.9","quick","6"
"0.9","nice","1"
"0.9","skilled","2"
"-0.2","spacious","1"
"-0.2","toilets","1"
"-0.2","semi-open booths","1"
"0.2","smoothly","1"
"0.2","evenly","1"
"1","healthcare staff","1"
"0.4","well-ordered","1"
"0.4","airy premises","1"
"0.4","perfectly okay","1"
"0","approximately one kilometer","1"
"-0.2","WARNING","1"
"-0.2","vaccinate","1"
"-0.2","Buy","1"
"-0.2","One Size","1"
"-0.2","Blue","1"
"0.8","premises","3"
"0.85","Felt clean","1"
"0.85","10 minutes","1"
"0.85","walk","1"
"0.85","center of Kista","1"
"0.85","Comicon","1"
"0.85","there","1"
"-0.7","Poor planning","1"
"-0.7","1st","1"
"-0.7","Long queues","1"
"-0.1","conference rooms","1"
"-0.25","motorhome fair","1"
"-0.25","local karnske","1"
"-0.25","parking available","1"
"-0.25","costs","1"
"0.1","Saco's student cap","1"
"0.1","messy","1"
"0.85","exhibition hall","1"
"0.85","Service-minded staff","1"
"0.85","helpful","1"
"0.85","Friendly approach","1"
"0.85","Recommended","1"
"1","Quick vaccination","1"
"0","auditorium","1"
"0.7","Great","1"
"0.7","restaurant","1"
"0.7","offer","1"
"0.7","options","1"
"0.7","LCHF","1"
"0.7","good","2"
"0.8","effective","1"
"0.8","pleasant","3"
"0.25","caravan","1"
"0.25","motorhome fair","1"
"0.25","smaller","1"
"0.25","Jönköping fair","1"
"0.45","public transport","1"
"0.4","opportunities","1"
"0.4","expensive","1"
"1","super smooth","1"
"1","observation","1"
"1","friendly","2"
"1","covid friendly","1"
"1","site","1"
"1","personal","1"
"1","friendly treatment","1"
"1","vaccinator","1"
"1","partner","1"
"1","highest rating","1"
"0.9","exceptionally good organization","1"
"1","professional","2"
"1","flexible","2"
"1","delivers","1"
"0.8","Covid","1"
"0.8","space","1"
"1","smooth","2"
"1","simple","1"
"1","amazing staff","1"
"1","working hard","1"
"-0.9","ball of earth","1"
"-0.9","ground","1"
"-0.2","sit","1"
"-0.2","rest","1"
"-0.2","legs","1"
"0.2","Beautiful hall","1"
"0.2","exhibition","1"
"0.2","minus","1"
"0.1","Position2030","1"
"0.1","good setup","1"
"0.1","nice space","1"
"0.1","wallsocket","1"
"0.1","charge","1"
"0.1","phone","1"
"0.85","Went smoothly","1"
"0.85","Arrived an hour early","1"
"0.9","infection-proof","1"
"0.9","Long queue","1"
"0.9","good treatment","1"
"0.9","impressed","1"
"0.6","Shot daughter","1"
"0.6","first shot","1"
"0.6","waited outside","1"
"0.6","smooth","1"
"0.6","well organized","1"
"-0.5","poor parking","1"
"-0.5","long time","1"
"-0.5","popular fair","1"
"-0.5","prepared","1"
"-0.5","look","1"
"1","exhibition hall","1"
"1","good communication","1"
"1","parking facilities","1"
"-0.4","charm","1"
"0.25","cafe area","1"
"0.25","easy","1"
"0.25","public transport","1"
"0.9","organization","1"
"0.9","waiting times","1"
"-0.85","bad fair","1"
"0.1","Good current","1"
"0.6","arm","1"
"0.6","first","1"
"-0.65","Covid","1"
"0.25","buy","1"
"-0.1","exhibitors","1"
"-0.85","special queue","1"
"0.9","J V's gathering","1"
"0.9","accessible","1"
"0.9","premises","2"
"0.9","last week","1"
"0.8","exhibitor","1"
"-0.5","unfulfilled promise","1"
"-0.75","fair","1"
"-0.75","bad food","1"
"-0.75","long queue","1"
"-0.75","nice staff","1"
"0.9","40 min","1"
"-0.4","entrance","2"
"0.45","terrible elevator music","1"
"0.5","nice logistics","1"
"0.5","fully booked","1"
"0.7","planning","1"
"0.7","film","1"
"0.8","5 min","1"
"0.65","nice fair","1"
"1","handled","1"
"-0.2","small","1"
"1","que","1"
"0.8","nice person","1"
"0.85","sonic","1"
"0.75","4 stars","1"
"0.1","situation","1"
"-0.2","buy","1"
"-0.2","feels","1"
"-0.7","far from okay","1"
"1","Chest Fair","2"
"0.1","people","3"
"0.82","arrive in time","1"
"-0.4","Sunday morning","1"
"0.9","Impressive logistics","1"
"0.1","regulated","1"
"0.15","20 minutes","1"
"0.15","hour","1"
"0.4","Good mite intermediate size","1"
"0.4","fairs","2"
"0.4","lunch places","1"
"0.25","178","1"
"0.95","well organized","1"
"0.95","airy premises","1"
"0.95","pleasant atmosphere","1"
"0.65","restaurants","1"
"0.65","area","1"
"-0.5","parking","2"
"-0.5","admission","1"
"0.6","many visitors","1"
"0","Pfizer","1"
"0","penalty","1"
"0.85","into the spiderverse","1"
"0.2","needed","1"
"0.8","quickly","9"
"0.8","smoothly","4"
"0.1","preferred","1"
"0.75","Large","1"
"1","fantastic","1"
"0.8","exhibitors","1"
"0.9","no queueing","1"
"0.6","Subway to Kista Centrum","1"
"0.85","second dose","1"
"0.85","4 minutes","1"
"0.8","Good service","1"
"0.6","walk","1"
"0.7","rating","1"
"0.7","keeps their distance","1"
"0.7","several stages","1"
"0.6","park","1"
"0.6","parking","3"
"0.6","4 hours","1"
"-0.4","disturbs","1"
"-0.4","exhibitors","1"
"-0.4","audience","1"
"0.8","information","2"
"0.8","works","1"
"0.8","big","1"
"0.9","needed","1"
"1","vaccinated","2"
"0.9","signposted","1"
"0.9","good distances","1"
"0.9","very flexible.","1"
"0.6","vaccination","3"
"-0.1","fast","1"
"-0.1","boring place","1"
"-0.4","entrance level","1"
"-0.4","Älvsjömässan","1"
"-0.75","Large venue","1"
"-0.75","few toilets","1"
"-0.75","outside the area","1"
"0.8","well managed","1"
"1","security hosts","1"
"1","excellent nurses","1"
"0.9","safe","2"
"1","positive experience","1"
"1","Kista fair","1"
"1","first injection","1"
"0.65","full often","1"
"0.8","seminar","1"
"0.8","lecture rooms","1"
"0.8","recently","1"
"0.2","weekend","1"
"0.2","Kista centrum","1"
"0.25","atmosphere","1"
"0.25","supply","1"
"-0.2","treadmill","1"
"0.9","surprising","1"
"0.9","meet","1"
"0.9","event","2"
"1","encouraging speeches","1"
"0.65","good","1"
"0.2","Covid 19 vaccination","1"
"0.2","convention center","1"
"0.9","beautiful","1"
"0.3","food","1"
"0.3","window cleaning","1"
"-0.4","parking lot","1"
"0.9","well taken care of","1"
"-0.1","windows","1"
"0.85","led","1"
"0.8","SETT fair","1"
"0.8","covid","2"
"-0.2","criticism","1"
"0.2","Takes longer","1"
"1","heroes","1"
"1","smooth handling","1"
"-0.7","2nd syringe","1"
"1","various exhibitions","1"
"0.9","covid vaccine","1"
"0.85","great time","1"
"0.9","Easy to find","1"
"0.8","covid 19","1"
"0.3","vaccination","3"
"0.85","Covid 19","1"
"0.8","security","1"
"0.2","bus stop","1"
"0","comfortable chairs","1"
"0.25","OK","1"
"-0.9","again","1"
"0.1","Kista train station","1"
"0.1","considering extra time","1"
"-0.1","magnificent premises","1"
"0","long queues","2"
"0","walks","1"
"0.1","booked time","1"
"0.1","passed","1"
"0.9","Scandinavian Electronic Event","1"
"0","building","1"
"0","entry","1"
"0.7","large","1"
"0.7","depends","1"
"0.9","layout","1"
"0.9","tasty","1"
"1","Amazing fast service","1"
"0.7","good prices","1"
"0.7","Pleasant environment","1"
"0.15","nice","1"
"0.15","enjoy","1"
"0.85","Comic-Con","1"
"0.85","enjoyed","1"
"0.85","variety","1"
"0.3","caravans","1"
"-0.4","hall","1"
"-0.4","used","1"
"0.9","no line","1"
"0.9","30 minutes","1"
"0.05","pounder","1"
"0.05","overkill","1"
"0.8","easy","6"
"1","super nice staff","1"
"0.9","Super satisfied","1"
"0.9","stay","1"
"0.1","vaccination","1"
"0.1","rest","1"
"0.9","friendly staff","7"
"0.9","helpful","1"
"0.9","relaxed","1"
"0.6","organized","1"
"0.6","sat","1"
"0.6","15 minutes","1"
"0.9","Visited","1"
"0.95","Pleasant","1"
"0.9","full syringe","1"
"0.9","not left in the lurch","1"
"0.75","difficult parking","1"
"1","Fantastic","2"
"-0.1","costs","1"
"-0.1","per garment","1"
"0.9","efficient","2"
"0.8","nibble","1"
"0.8","well organised","1"
"-0.9","logistics","1"
"0.85","happy","1"
"0.85","Stockholmers","1"
"0.8","two years","1"
"0.75","corona","1"
"0.75","close","2"
"0.75","anyone","1"
"0.3","queuing time","1"
"0.3","faster","2"
"0.8","order","1"
"-0.65","cramped","1"
"-0.65","trapped","1"
"0.9","Fantastically organized","1"
"-0.4","before injection","1"
"0.8","learn","1"
"0.8","users","1"
"-0.2","fresh","1"
"-0.2","few","1"
"0.2","Rolls on","1"
"0.2","last","1"
"0.2","evening","1"
"0.2","doses","1"
"0.2","go out","1"
"1","second shot","1"
"1","30 min","1"
"0.4","friendly staff","1"
"0.4","no taste sensations","1"
"0","own skyt","1"
"0","Jan Stienberg square","1"
"-0.2","COVID-19","1"
"-0.2","Makita DLM432Z Lawn Mower","1"
"0.8","large-scale operation","1"
"0.8","covid 19 vaccination","1"
"0.8","Canon","1"
"0.85","fresh","1"
"-0.7","queue","1"
"0.1","better map","1"
"1","300m queue","1"
"1","maximum","1"
"0","sterile premises","1"
"0","technology","1"
"0","worked well","1"
"0.9","airy","1"
"0.9","dose 2","2"
"0.9","guards","1"
"0.45","Good large premises","1"
"0.45","expensive parking","1"
"0.45","easy access","1"
"0.9","there","1"
"1","nice","1"
"0.9","werlabs","1"
"1","Werlabs","1"
"0.8","vaccine","4"
"0.8","everyone","1"
"0.9","painless","1"
"-0.9","never go","1"
"-0.2","spaces","1"
"0.2","good planning","1"
"0.1","hard to find","1"
"0.9","intends","1"
"0.85","Nice staff","1"
"0.9","VIP person","1"
"0.9","well managed","1"
"0.9","never stood still","1"
"0.9","Impressive","2"
"0.9","customer","1"
"0.9","experienced","1"
"0.9","treatment","1"
"0.9","logistic design","1"
"0.9","impresses","1"
"-0.5","fair","2"
"-0.5","restaurant","1"
"-0.4","warm","1"
"-0.4","auditorium","1"
"0.6","long queues","1"
"-0.85","premises","1"
"0.1","queue stretches","1"
"0.1","entire fair","1"
"0.6","went well","1"
"0.6","sting","1"
"0.6","not noticed","1"
"0.6","fixed","1"
"0.8","Stockholm","1"
"0.9","Thanks","1"
"0","Sweden","1"
"0.8","maintained","1"
"-0.1","covid 19 test","1"
"-0.1","opened up again","1"
"1","Everything","1"
"0.2","kistamässan","1"
"-0.85","meat","1"
"-0.4","impersonal","1"
"0.3","lunch restaurant","1"
"0.05","Spacious premises","1"
"-0.4","scandal","1"
"0.95","logistics","1"
"0.95","accommodating","1"
"-0.1","bag","1"
"0.8","established","1"
"0.85","fight","1"
"0.8","good","1"
"0.75","large areas","1"
"0.8","aids","1"
"0.4","food","2"
"0","large building","1"
"-0.25","crowded","1"
"0.4","great place","1"
"0.9","second dose","1"
"1","dose","1"
"1","vaccination procedure","1"
"-0.9","point of reference","1"
"0.2","Bad air","1"
"-0.5","expensive prices","1"
"-0.5","costs money","1"
"0.25","Kista center","1"
"0.6","space","1"
"0.1","vaccination queue","1"
"1","Fair","1"
"1","Number two","1"
"-0.2","Black","1"
"0.9","big","1"
"0.8","easier","1"
"0.8","wheelchair","1"
"0.8","world class","1"
"1","inspiration","1"
"1","plant","1"
"1","balcony","1"
"1","beautiful","1"
"1","flowers","1"
"0.25","Huge place","1"
"0.25","Covid vaccination centres","1"
"0.25","Comic Cons","1"
"0.25","hosted","1"
"0.9","professionally laid out","1"
"0.9","high workload","1"
"0.8","large","3"
"0.8","airy premises","1"
"0","Large","1"
"0","nice place","1"
"0","no toilets","1"
"0","surreal feeling","1"
"0","vaccinated","3"
"0","giant hall","1"
"0","lab mouse","1"
"-0.2","quick","1"
"-0.2","easy","1"
"-0.2","vaccinated","1"
"-0.2","miserable","1"
"-0.2","fair price","1"
"-0.2","park","1"
"0.6","Good fair","1"
"0.6","Easy to get to","1"
"0.6","fairgrounds","1"
"0.1","orderly","1"
"0.1","without masks","1"
"0.1","allowed","1"
"0.3","good place","1"
"0.3","imagine","1"
"0.3","outside","1"
"0.3","comfort zone","1"
"1","Good job","1"
"1","airy","1"
"1","Well done","1"
"1","everyone","2"
"1","involved","1"
"0.85","managed","1"
"0.85","Covid syringes","1"
"0.85","information","1"
"1","Werlab's staff","1"
"1","heart","1"
"0","Medium-sized","1"
"0","restaurant","1"
"0","café","1"
"0","couple","1"
"0","auditoriums","1"
"-0.6","space","1"
"-0.6","few things","1"
"-0.6","see","1"
"-0.6","Gamex","1"
"-0.6","Comicon","1"
"-0.2","SEE fair","1"
"-0.2","fairgrounds","1"
"0.7","proximity","1"
"0.7","parking","1"
"0.7","hotel","1"
"0.7","Kista Center","1"
"0.7","train/bus","1"
"0.8","no. 2","1"
"0.8","Kista Mässan","1"
"0.8","on site","1"
"0.9","good restaurant","1"
"0.9","really good","1"
"0.2","heat","1"
"0.2","air conditioning","1"
"0.9","Covid-19","1"
"0.9","antibodies","1"
"0.9","sampling","1"
"0.9","easy","1"
"0.9","three minutes","1"
"0.9","entering","1"
"0.9","building","1"
"0.8","Completely fine","1"
"0.8","Clear","1"
"0.8","good information","1"
"1","reception","1"
"1","Big thanks","1"
"0.8","good fair","1"
"0.8","well signposted","1"
"0.8","parking","1"
"0.8","get there","1"
"0.9","Vaccinated","1"
"0.9","Great organization","1"
"0.9","highly efficient","1"
"0.8","first dose","1"
"0.8","Corona vaccine","1"
"0.8","organization","1"
"0.8","friendly staff","3"
"0.7","organized","1"
"0.7","easy","2"
"0.7","vaccinated","2"
"0.7","lots of people","1"
"0.7","not crowded","1"
"0.9","Covid vaccine","2"
"0.9","barely any lines","1"
"0.9","wait time","1"
"0.8","queues","2"
"0.8","process","1"
"0.8","pleasant treatment","1"
"0.7","well-arranged","1"
"0.7","concise","1"
"0.7","information","1"
"0.7","everything","1"
"0.7","dose2","1"
"-0.2","Super long queue","1"
"-0.2","booked appointment","1"
"-0.2","flexible","1"
"0.85","flexible","1"
"0.85","good parking facilities","1"
"0.8","comic con","2"
"0.8","positive experience","1"
"0","Large conference room","1"
"0","Helenelund","1"
"1","park","1"
"1","excellent service","1"
"1","Weerlabs","1"
"1","vaccinates","1"
"0.1","Quick","1"
"0.1","flexible","1"
"0.1","easy","2"
"0.1","syringe","1"
"0.1","park","1"
"0.9","Impressively controlled","1"
"0.9","everything went","1"
"0.9","no time","1"
"0.9","Incredibly professional","1"
"0.9","friendly treatment","1"
"0.9","looking forward","1"
"0.9","second visit","1"
"0.3","Small","1"
"0.3","purpose","1"
"0.3","middle","1"
"0.3","Swedish","1"
"0.3","Silicon Valley","1"
"1","Smooth vaccination","1"
"1","covid 19","1"
"0.8","student fair","1"
"0.8","attended","1"
"0.8","great location","1"
"0.8","easily accessible","1"
"0.7","good planning","1"
"0.7","friendly reception","1"
"0.7","15 min rest","1"
"0.4","fair","1"
"0.4","premises","1"
"0.4","parking","1"
"0.6","Kista Massan","1"
"0.6","covid vaccination","1"
"0.4","small","1"
"0.4","Älvsjömässan","1"
"0.4","nice staff","1"
"0.4","good service","1"
"0.9","smoothly organized","1"
"0.9","clear instructions","1"
"1","Perfect organization","1"
"1","felt safe","1"
"1","everywhere","1"
"1","many thanks","1"
"0.7","entrance","1"
"0.7","various","1"
"0.7","vaccination booths","1"
"-0.1","entrance","1"
"-0.1","exhibition hall","1"
"0.8","well","1"
"0.8","super clean","1"
"0.8","nice staff","1"
"0.3","Good setup","1"
"0.3","friendly","1"
"0.3","safe","1"
"0.3","longer waiting time","1"
"0.3","expected","1"
"0.95","fast","1"
"0.95","easy","1"
"0.8","Professionally","1"
"0.8","carried out","1"
"0.8","no crowds","2"
"0.8","clear instructions","1"
"0.9","professionally handled","1"
"0.3","first time","1"
"0.3","there","1"
"0.3","first injection","1"
"0.3","stars","1"
"0.9","Knowledgeable","1"
"0.9","Well organized","1"
"0.8","exhibition space","1"
"0.8","close proximity","1"
"0.8","Scandic Victoria's","1"
"0.8","sky bar","1"
"0.8","understand","1"
"-0.7","save your money","1"
"-0.7","stuff online","1"
"-0.7","instead","1"
"1","secure","1"
"1","structured","1"
"1","2nd spray","1"
"1","ready","1"
"0.8","logistics","2"
"0.8","set up","1"
"0.8","friendly approach","1"
"0.8","professionally","1"
"-0.4","venue","1"
"0.9","superb fair","1"
"0.9","lecture","1"
"0.9","Michel Dahlen","1"
"0.8","wax injection","1"
"0.8","great people","1"
"0.8","organize","1"
"0.8","place","2"
"1","greeted","1"
"1","super nice","1"
"1","pretty girls","1"
"1","covid injection","1"
"0.6","large floor","1"
"0.6","fairs","1"
"0.6","Comic Con","1"
"0.6","fits","1"
"0.6","perfectly","1"
"-0.9","not nice","1"
"-0.9","restaurant","1"
"-0.9","messy","1"
"-0.9","wardrobe","1"
"0.75","big","1"
"0.75","located","1"
"0.75","right side","1"
"0.75","town","1"
"-0.4","people","2"
"-0.4","organized","1"
"-0.4","queue","1"
"-0.4","close","1"
"-0.1","premises","1"
"-0.1","access","1"
"-0.1","toilets","1"
"-0.1","expensive","1"
"-0.1","parking","1"
"-0.1","cafe","1"
"-0.5","Noisy","1"
"-0.5","volume","1"
"-0.5","unpleasant","1"
"-0.5","works","1"
"0.9","rewarding","1"
"0.9","period","1"
"0.9","21 -23 July 2023","1"
"0.9","day","1"
"0.9","received","1"
"0.9","first dose","1"
"0.9","covid","1"
"0.9","excellent","1"
"0.9","attention","1"
"-0.5","terribly bad","1"
"0","food court","1"
"0","been","1"
"-0.1","well organized","1"
"-0.1","cruel","1"
"-0.1","receiving vaccines","1"
"0.7","trade fair premises","1"
"0.7","municipal","1"
"0.7","means of transport","1"
"-0.6","Ouch","1"
"-0.6","hurts","1"
"-0.6","wrong","1"
"-0.6","Vaccinated","1"
"-0.6","Werlabs","1"
"1","Visited","1"
"1","twice","1"
"1","best","1"
"1","fair","1"
"1","ever","1"
"1","Effective vaccination","1"
"1","fast","1"
"0.8","planning","1"
"0.25","floated","1"
"0.25","excellent","1"
"0.25","3rd shot","1"
"0.8","exhibition place","1"
"0.75","Good Fair","1"
"0.85","convenient","2"
"0.85","well arranged","1"
"0.2","space","1"
"0.2","ultimately","1"
"0.2","depend","1"
"0.8","good flow","1"
"0.8","straight through","1"
"0","Comic con","1"
"0","no direct surprises","1"
"0.25","good premises","1"
"0.25","fair","1"
"0.25","depends","1"
"0.25","exhibiting","1"
"0.85","Clever logistics","1"
"0.85","no queues","1"
"0.85","clearly signposted","1"
"0.75","Jehovah's witnesses","1"
"0.75","held","1"
"0.3","OK local","1"
"0.3","warm","1"
"1","well planned","1"
"0.3","stumble","1"
"0.3","Absolutely nowhere","1"
"0.8","Superbly arranged","1"
"0.8","without queues","1"
"0.8","Professional","2"
"0.8","good distance","1"
"0.8","efficiently","1"
"0.8","no waiting times","1"
"0.6","vaccinating","1"
"0.6","large surfaces","1"
"0.7","super fast","1"
"0.7","flexible","1"
"0.7","going","1"
"0.7","take","1"
"0.7","💉","1"
"-0.6","loud noise","1"
"-0.6","fair","1"
"-0.6","sound dampened","1"
"0.2","vaccination","1"
"0.2","well planned","1"
"0.2","expensive","1"
"0.2","park","1"
"0.15","Parking","1"
"0.15","expensive","1"
"0.15","super","1"
"0.15","everything","1"
"0.85","arranged","1"
"0.85","maintained","1"
"0.85","Nice","1"
"0.85","skilled","1"
"0.6","spacious","1"
"0.6","quiet","1"
"0.9","vaccinate","2"
"-0.5","messy toilets","1"
"0.9","nice moment","1"
"0.6","right size","1"
"0.1","in","1"
"0","exhibition hall","1"
"0.9","Fantastic","2"
"0.2","workshop","1"
"0.8","go","2"
"0.7","precise","1"
"0","exhibitions","1"
"1","professionally done","1"
"1","werlab's staff","1"
"0.7","max 5 minutes","1"
"1","arranged","1"
"0.6","good experience","1"
"0.9","Friendly staff","1"
"0.7","good guidance","1"
"0.95","Fantastically good","1"
"0.95","1st Syringe","1"
"0.8","kids","1"
"0.8","dressed up","1"
"-0.7","over priced","1"
"-0.7","buy","1"
"-0.4","conferences","1"
"-0.9","Poor accessibility","1"
"-0.5","lots of people","1"
"-0.1","privilege","1"
"0.25","Second spray","1"
"0.8","facilities","1"
"0.2","experience","1"
"0.2","event","1"
"0.75","gathering","1"
"0.75","Great people","1"
"0.3","Caravan Stockholm","1"
"1","covid-19","1"
"0.3","Flat floor","1"
"0","exciting","1"
"0.6","room","1"
"0.6","shot","1"
"0.9","vaccination site","1"
"0.85","megalodon creations","1"
"0.85","Dinosauria","1"
"0.85","hit","1"
"0.85","younger kids","1"
"0.8","first time","1"
"0.8","there","1"
"0.8","thought","1"
"0.8","very good","1"
"0.2","bring","1"
"0.2","interesting suppliers","1"
"0.2","sort","1"
"0.8","beautiful","1"
"0.8","wonderful","1"
"0.8","shopping","1"
"0.8","good prices","1"
"1","No queue","1"
"1","plenty of space","1"
"-0.1","place","1"
"-0.1","bring","1"
"-0.1","food","1"
"-0.1","eat","1"
"-0.1","mall","1"
"0.8","great place","1"
"0.8","various events","1"
"0.8","meetings","1"
"0.85","comic con 2021","1"
"0.85","good venue","1"
"0.85","big event","1"
"0.6","Large exhibition hall","1"
"0.6","New","1"
"0.6","fresh","1"
"0.6","close to public transport","1"
"-0.3","facility","1"
"-0.3","fairs","1"
"-0.3","parking","1"
"-0.3","inadequate","1"
"-0.3","expensive","1"
"0.8","well arranged","1"
"0.8","flexible","2"
"0.8","assembly line","1"
"0.8","polite","1"
"0.1","Easy access","1"
"0.1","car","1"
"0.1","nice locale","1"
"0.1","restrooms","1"
"0.1","aren't great","1"
"0.9","positive","1"
"0.9","showed","1"
"0.9","looking for","1"
"0.9","thanks","1"
"1","vaccinations","1"
"1","first time","1"
"1","good order","1"
"0.8","Covid-19","1"
"0.8","vaccine shot","1"
"0.8","first","1"
"0.95","friendly","1"
"0.95","helpful staff","1"
"0.95","Thanks","1"
"0.9","joy","1"
"0.9","energy","1"
"0.8","covid vaccine","1"
"0.8","easy process","1"
"0.7","Very good place","1"
"0.7","Getting vaccinated","1"
